DATE,DEXCAUS
2005-02-01,1.2400526315789474
2005-03-01,1.2160260869565217
2005-04-01,1.2359000000000000
2005-05-01,1.2555285714285714
2005-06-01,1.2401681818181818
2005-07-01,1.2228550000000000
2005-08-01,1.2042826086956522
2005-09-01,1.1776809523809524
2005-10-01,1.1774150000000000
2005-11-01,1.1815450000000000
2005-12-01,1.1614809523809524
2006-01-01,1.1571650000000000
2006-02-01,1.1488947368421053
2006-03-01,1.1573086956521739
2006-04-01,1.1441050000000000
2006-05-01,1.1099909090909091
2006-06-01,1.1137272727272727
2006-07-01,1.1294450000000000
2006-08-01,1.1182130434782609
2006-09-01,1.1161200000000000
2006-10-01,1.1285380952380952
2006-11-01,1.1358809523809524
2006-12-01,1.1532350000000000
2007-01-01,1.1762619047619048
2007-02-01,1.1709894736842105
2007-03-01,1.1681590909090909
2007-04-01,1.1349857142857143
2007-05-01,1.0950863636363636
2007-06-01,1.0651047619047619
2007-07-01,1.0501857142857143
2007-08-01,1.0578521739130435
2007-09-01,1.02674500000000000000
2007-10-01,0.97541304347826086957
2007-11-01,0.96723809523809523810
2007-12-01,1.00207000000000000000
2008-01-01,1.00994285714285714286
2008-02-01,0.99855500000000000000
2008-03-01,1.00294285714285714286
2008-04-01,1.01371818181818181818
2008-05-01,0.99930476190476190476
2008-06-01,1.01662380952380952381
2008-07-01,1.01296363636363636364
2008-08-01,1.0534571428571429
2008-09-01,1.0582047619047619
2008-10-01,1.1846954545454545
2008-11-01,1.2170944444444444
2008-12-01,1.2336954545454545
2009-01-01,1.2248200000000000
2009-02-01,1.2452000000000000
2009-03-01,1.2645181818181818
2009-04-01,1.2241818181818182
2009-05-01,1.1527850000000000
2009-06-01,1.1263545454545455
2009-07-01,1.1228608695652174
2009-08-01,1.0872380952380952
2009-09-01,1.0816380952380952
2009-10-01,1.0546761904761905
2009-11-01,1.0593000000000000
2009-12-01,1.0536909090909091
2010-01-01,1.04381052631578947368
2010-02-01,1.0572105263157895
2010-03-01,1.02290000000000000000
2010-04-01,1.00520909090909090909
2010-05-01,1.04028000000000000000
2010-06-01,1.03762272727272727273
2010-07-01,1.04222857142857142857
2010-08-01,1.04039545454545454545
2010-09-01,1.03295714285714285714
2010-10-01,1.01790000000000000000
2010-11-01,1.01290000000000000000
2010-12-01,1.00806190476190476190
2011-01-01,0.99394500000000000000
2011-02-01,0.98763684210526315789
2011-03-01,0.97656086956521739130
2011-04-01,0.95795238095238095238
2011-05-01,0.96804285714285714286
2011-06-01,0.97664545454545454545
2011-07-01,0.95531500000000000000
2011-08-01,0.98170869565217391304
2011-09-01,1.00250000000000000000
2011-10-01,1.01980000000000000000
2011-11-01,1.02475500000000000000
2011-12-01,1.02352380952380952381
2012-01-01,1.01298500000000000000
2012-02-01,0.99674500000000000000
2012-03-01,0.99377272727272727273
2012-04-01,0.99282380952380952381
2012-05-01,1.00973181818181818182
2012-06-01,1.02800000000000000000
2012-07-01,1.01420000000000000000
2012-08-01,0.99238260869565217391
2012-09-01,0.97830000000000000000
2012-10-01,0.98715454545454545455
2012-11-01,0.99697000000000000000
2012-12-01,0.98982000000000000000
2013-01-01,0.99205714285714285714
2013-02-01,1.00978421052631578947
2013-03-01,1.02442380952380952381
2013-04-01,1.01867272727272727273
2013-05-01,1.01955909090909090909
2013-06-01,1.03140000000000000000
2013-07-01,1.04021363636363636364
2013-08-01,1.04071818181818181818
2013-09-01,1.03423500000000000000
2013-10-01,1.03628181818181818182
2013-11-01,1.04864210526315789474
2013-12-01,1.0639190476190476
2014-01-01,1.0940095238095238
2014-02-01,1.1054421052631579
2014-03-01,1.1106809523809524
2014-04-01,1.0992090909090909
2014-05-01,1.0893857142857143
2014-06-01,1.0830380952380952
2014-07-01,1.0739181818181818
2014-08-01,1.0926333333333333
2014-09-01,1.1010523809523810
2014-10-01,1.1211545454545455
2014-11-01,1.1325388888888889
2014-12-01,1.1531619047619048
2015-01-01,1.2121900000000000
2015-02-01,1.2499052631578947
2015-03-01,1.2618318181818182
2015-04-01,1.2336818181818182
2015-05-01,1.2176400000000000
2015-06-01,1.2364954545454545
2015-07-01,1.2863136363636364
2015-08-01,1.3147238095238095
2015-09-01,1.3265809523809524
2015-10-01,1.3072238095238095
2015-11-01,1.3278526315789474
2015-12-01,1.3712545454545455
2016-01-01,1.4208105263157895
2016-02-01,1.3796900000000000
2016-03-01,1.3226391304347826
2016-04-01,1.2818142857142857
2016-05-01,1.2945285714285714
2016-06-01,1.2894045454545455
2016-07-01,1.3052350000000000
2016-08-01,1.2997826086956522
2016-09-01,1.3107761904761905
2016-10-01,1.3250950000000000
2016-11-01,1.3434150000000000
2016-12-01,1.3339190476190476
2017-01-01,1.3183052631578947
2017-02-01,1.3109157894736842
2017-03-01,1.3387000000000000
2017-04-01,1.3437050000000000
2017-05-01,1.3605727272727273
2017-06-01,1.3294863636363636
2017-07-01,1.2690400000000000
2017-08-01,1.2607695652173913
2017-09-01,1.2278750000000000
2017-10-01,1.2606904761904762
2017-11-01,1.2773350000000000
2017-12-01,1.2768700000000000
2018-01-01,1.2429047619047619
2018-02-01,1.2588210526315789
2018-03-01,1.2932545454545455
2018-04-01,1.2731619047619048
2018-05-01,1.2866272727272727
2018-06-01,1.3124523809523810
2018-07-01,1.3133428571428571
2018-08-01,1.3042478260869565
2018-09-01,1.3034000000000000
2018-10-01,1.3004409090909091
2018-11-01,1.3204800000000000
2018-12-01,1.3436111111111111
2019-01-01,1.3300450000000000
2019-02-01,1.3208722222222222
2019-03-01,1.3370523809523810
